,id,index,diff,type,claim/issue,correctness (1/0/-1),additional claims,old_file,new_file
147,,,,claim,The original line of code created a title handle with a default y position of 0,,,,
148,,,,claim,"The updated line of code now specifies a y position of 1.05, which is slightly higher than the default",,,,
149,,,,claim,This change likely adjusts the position of the title relative to the figure.,,,,
150,,,,issue,"Shotgun smell detected with 6 classes with too many external fuctions and class with most external function calls, `GridPlot` having 113 external function calls",,,,
151,,,,issue,Class cohesion smell detected with 3 out of 6 classes having cohesion < 30%,,,,
152,,,,issue,Code complexity smell detected with 6 of 34 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
153,8215,3286,"@@ -20,8 +20,11 @@ Wrappers around spark that correspond to common pandas functions.
 import pyspark
 import numpy as np
 import pandas as pd
+from ._dask_stubs.compatibility import string_types
+from ._dask_stubs.utils import derived_from
 from .typing import Col, pandas_wrap
-from pyspark.sql import Column, DataFrame
+from pyspark.sql import Column, DataFrame, functions as F
+from pyspark.sql.types import NumericType
 
 
 def default_session():",claim,The code changes in the GIT DIFF show that several new import statements have been added to the code,,,test3286_old.py,test3286_new.py
154,,,,claim,"These new imports include ""string_types"" from the ""_dask_stubs.compatibility"" module, ""derived_from"" from the ""_dask_stubs.utils"" module, ""Column"", ""DataFrame"", and ""functions"" from the ""pyspark.sql"" module, and ""NumericType"" from the ""pyspark.sql.types"" module",,,,
155,,,,claim,"This suggests that the code is now using some additional functionality or data types provided by the ""_dask_stubs"" and ""pyspark.sql.types"" modules.",,,,
156,14870,8100,"@@ -39,5 +39,5 @@ class InputDevice(object):
     def clear_actions(self):
         self.actions = []
 
-    def create_pause(self, duraton=0):
+    def create_pause(self, duration=0):
         pass",claim,The code change in the GIT DIFF is a minor correction of a spelling error in the method name,,,test8100_old.py,test8100_new.py
157,,,,claim,"The method ""create_pause"" was originally spelled with a misspelled ""duraton"" parameter",,,,
158,,,,claim,"The corrected code now uses the correct parameter name ""duration""",,,,
159,,,,claim,This is a minor change and does not affect the functionality of the code.,,,,
160,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `InputDevice` having 2 external function calls",,,,
161,28270,3134,"@@ -228,6 +228,7 @@ setup(
 		(""libArm64/%s""%version, glob(""libArm64/*.dll"") + glob(""libArm64/*.exe"")),
 		(""waves"", glob(""waves/*.wav"")),
 		(""images"", glob(""images/*.ico"")),
+		(""fonts"", glob(""fonts/*.ttf"")),
 		(""louis/tables"",glob(""louis/tables/*"")),
 		(""COMRegistrationFixes"", glob(""COMRegistrationFixes/*.reg"")),
 		(""."", glob(""../miscDeps/python/*.dll"")),",claim,The code change adds a new line to the setup function,,,test3134_old.py,test3134_new.py
162,,,,claim,This new line is adding a new tuple to the list of files to be included in the distribution,,,,
163,,,,claim,"The tuple contains the string ""fonts"" and a list of all .ttf files in the ""fonts"" directory",,,,
164,,,,claim,This suggests that the code is now including font files in the distribution.,,,,
165,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `py2exe` having 9 external function calls",,,,
166,34139,4705,"@@ -1,11 +1,9 @@
-# -*- coding: UTF-8 -*-
-#shlobj.py
-#A part of NonVisual Desktop Access (NVDA)
-#Copyright (C) 2006-2017 NV Access Limited, Babbage B.V.
-#This file is covered by the GNU General Public License.
-#See the file COPYING for more details.
+# A part of NonVisual Desktop Access (NVDA)
+# Copyright (C) 2009-2021 NV Access Limited, Babbage B.V.
+# This file is covered by the GNU General Public License.
+# See the file COPYING for more details.
 
-""""""
+r""""""
 This module wraps the SHGetFolderPath function in shell32.dll and defines the necessary contstants.
 CSIDL (constant special item ID list) values provide a unique system-independent way to
 identify special folders used frequently by applications, but which may not have the same name",claim,The GIT DIFF shows that the comments at the beginning of the file have been reformatted and simplified,,,test4705_old.py,test4705_new.py
167,,,,claim,"The coding line and the file name have been removed, and the copyright year has been updated to 2009-2021",,,,
168,,,,claim,"The file is still part of NonVisual Desktop Access (NVDA), and is covered by the GNU General Public License",,,,
169,,,,claim,"The file content is a reStructuredText (rST) comment, which is used to document the code.",,,,
170,25033,6022,"@@ -151,7 +151,7 @@ class TabWidget(QTabWidget):
 
         fields = self.get_tab_fields(idx)
         fields['current_title'] = fields['current_title'].replace('&', '&&')
-        fields['index'] = idx + 1
+        fields['index'] = str(idx + 1).rjust(2)
 
         title = '' if fmt is None else fmt.format(**fields)
         tabbar = self.tabBar()",claim,The code change in the GIT DIFF modifies how the 'index' field in the 'fields' dictionary is updated,,,test6022_old.py,test6022_new.py
171,,,,claim,"Previously, the 'index' was updated by adding 1 to the current index 'idx'",,,,
172,,,,claim,"Now, the 'index' is updated by converting the current index 'idx' to a string, right-justifying it to a width of 2, and then assigning this string to the 'index' field in the 'fields' dictionary",,,,
173,,,,claim,"This change ensures that the 'index' field always has a width of 2, regardless of the current index 'idx'.",,,,
174,,,,issue,"Shotgun smell detected with 4 classes with too many external fuctions and class with most external function calls, `TabBar` having 124 external function calls",,,,
175,,,,issue,Class cohesion smell detected with 2 out of 4 classes having cohesion < 30%,,,,
176,,,,issue,Code complexity smell detected with 1 of 57 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
177,9979,10095,"@@ -2,7 +2,8 @@ import random
 import string
 
 from kinto.core.storage import generators, exceptions
-from pyramid import httpexceptions
+from pyramid.httpexceptions import (HTTPNotFound)
+from kinto.core.errors import http_error, ERRORS
 
 
 class NameGenerator(generators.Generator):",claim,"The code change in the GIT DIFF shows that the import statement for the ""httpexceptions"" module from the ""pyramid"" package has been replaced with two new import statements",,,test10095_old.py,test10095_new.py
178,,,,claim,"The first new import statement is for the ""HTTPNotFound"" class from the ""pyramid.httpexceptions"" module",,,,
179,,,,claim,"The second new import statement is for the ""http_error"" and ""ERRORS"" classes from the ""kinto.core.errors"" module",,,,
180,,,,claim,"This suggests that the code now uses the ""HTTPNotFound"" exception class and the ""http_error"" and ""ERRORS"" classes from the ""kinto.core.errors"" module, which were not previously imported.",,,,
181,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `NameGenerator` having 4 external function calls",,,,
182,11404,9765,"@@ -632,7 +632,7 @@ class InstanceAttribute(dict):
                    'disableApiTermination',
                    'instanceInitiatedShutdownBehavior',
                    'rootDeviceName', 'blockDeviceMapping', 'sourceDestCheck',
-                   'groupSet']
+                   'groupSet', 'productCodes', 'ebsOptimized',]
 
     def __init__(self, parent=None):
         dict.__init__(self)",claim,The code change in the GIT DIFF adds two new items to the list of attributes: 'productCodes' and 'ebsOptimized',,,test9765_old.py,test9765_new.py
183,,,,claim,"The 'groupSet' attribute was also included in the list, but it remained unchanged",,,,
184,,,,claim,"This suggests that the code now includes additional functionality to handle 'productCodes' and 'ebsOptimized', while keeping the 'groupSet' functionality unchanged.",,,,
185,,,,issue,"Shotgun smell detected with 6 classes with too many external fuctions and class with most external function calls, `Instance` having 34 external function calls",,,,
186,,,,issue,Class cohesion smell detected with 1 out of 7 classes having cohesion < 30%,,,,
187,,,,issue,Code complexity smell detected with 2 of 55 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
188,10657,5611,"@@ -0,0 +1,7 @@
+import json
+
+
+def lambda_handler(event, context):
+    # Just print the event was passed to lambda
+    print('{}'.format(json.dumps(event)))
+    return 0",claim,The GIT DIFF shows that a new Python file has been added,,,test5611_old.py,test5611_new.py
189,,,,claim,"This file imports the json module and defines a lambda function named ""lambda_handler""",,,,
190,,,,claim,"The function takes two parameters, ""event"" and ""context"", and prints the event in JSON format",,,,
191,,,,claim,The function then returns 0,,,,
192,,,,claim,This suggests that the lambda function is used to handle and process events in a JSON format.,,,,
193,16890,6525,"@@ -5017,7 +5017,7 @@ def print_record(recID, format='hb', ot='', ln=CFG_SITE_LANG, decompress=zlib.de
         display_claim_this_paper = False
 
     can_edit_record = False
-    if check_user_can_edit_record(user_info, recID):
+    if  not (format.lower().startswith('t')) and check_user_can_edit_record(user_info, recID):
         can_edit_record = True
 
     out = """"",claim,The code change in the GIT DIFF modifies an existing conditional statement,,,test6525_old.py,test6525_new.py
194,,,,claim,The updated condition now checks if the format does not start with 't' and if the user can edit the record,,,,
195,,,,claim,This means that the code will now only check if the user can edit the record if the format is not 't' or 'T'.,,,,
196,16268,7764,"@@ -212,9 +212,10 @@ def config():
     global _registry_url
     _registry_url = None
 
-def _update_auth(team, refresh_token):
+def _update_auth(team, refresh_token, timeout=None):
     response = requests.post(""%s/api/token"" % get_registry_url(team), data=dict(
-        refresh_token=refresh_token
+        refresh_token=refresh_token,
+        timeout=timeout
     ))
 
     if response.status_code != requests.codes.ok:",claim,"The code change in the GIT DIFF modifies the function signature of the ""_update_auth"" function by adding a new parameter ""timeout"" with a default value of None",,,test7764_old.py,test7764_new.py
197,,,,claim,This new parameter is then used in the POST request to the token endpoint,,,,
198,,,,claim,"This change allows for the function to be called with or without a timeout value, providing more flexibility in the function's behavior.",,,,
199,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `HTTPResponseException` having 2 external function calls",,,,
200,,,,issue,Code complexity smell detected with 2 of 73 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
201,22116,6691,"@@ -4,6 +4,7 @@ from mmcv.cnn import ConvModule, kaiming_init
 from mmcv.runner import auto_fp16, force_fp32
 
 from mmdet.models.builder import HEADS
+from mmdet.models.utils import ResLayer, SimplifiedBasicBlock
 
 
 @HEADS.register_module()",claim,The code change represented by the GIT DIFF adds two new lines of code,,,test6691_old.py,test6691_new.py
202,,,,claim,These lines import the ResLayer and SimplifiedBasicBlock classes from the mmdet.models.utils module,,,,
203,,,,claim,This suggests that these classes will be used later in the code.,,,,
204,,,,issue,"Many attribute smell detected with 1 classes having many attributes and the class with most attributes, `` having 16 attributes",,,,
205,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `FusedSemanticHead` having 30 external function calls",,,,
206,19957,1887,"@@ -121,8 +121,10 @@ def buffer_s3response(s3response):
             found_records = True
         elif 'Progress' in event:
             logger_.info(""select progress: %s"", event['Progress'].get('Details'))
+            print(event['Progress'].get('Details'))
         elif 'Stats' in event:
             logger_.info(""select stats: %s"", event['Stats'])
+            print(event['Stats'])
         elif 'End' in event:
             # End event indicates that the request finished successfully
             end_event_received = True",claim,The code changes added two new lines that print the 'Details' from the 'Progress' event and the 'Stats' from the event,,,test1887_old.py,test1887_new.py
207,,,,claim,This suggests that the code is now logging or printing these additional details for the 'Progress' and 'Stats' events.,,,,
208,13697,3924,"@@ -77,6 +77,7 @@ class BlazeMeterUploader(Reporter, AggregatorListener):
         self.client.user_id = self.parameters.get(""user-id"", None)
         self.client.data_signature = self.parameters.get(""signature"", None)
         self.client.kpi_target = self.parameters.get(""kpi-target"", self.client.kpi_target)
+        self.client.delete_files_before_test = False
 
         if not self.client.test_id:
             try:",claim,"The code change adds a new line that sets the ""delete_files_before_test"" property of the ""client"" object to False",,,test3924_old.py,test3924_new.py
209,,,,claim,This suggests that the code is now configured to not delete files before the test.,,,,
210,,,,issue,"Shotgun smell detected with 8 classes with too many external fuctions and class with most external function calls, `BlazeMeterClient` having 103 external function calls",,,,
211,,,,issue,Class cohesion smell detected with 2 out of 8 classes having cohesion < 30%,,,,
212,,,,issue,Code complexity smell detected with 5 of 75 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
213,15156,3549,"@@ -19,6 +19,7 @@
 # 59 Temple Place, Suite 330, Boston, MA 02111-1307, USA.
 
 """""" Comments and reviews for records: web interface """"""
+from docutils.nodes import note
 
 __lastupdated__ = """"""$Date$""""""
 ",claim,"The code change represented by the GIT DIFF adds a new line of code to import the ""note"" module from the ""docutils.nodes"" package",,,test3549_old.py,test3549_new.py
214,,,,claim,"This suggests that the subsequent code may use the ""note"" module for some operations.",,,,
215,12032,1089,"@@ -17,10 +17,10 @@ from scapy.config import conf
 from scapy.base_classes import BasePacket,BasePacketList
 from scapy.utils import do_graph,hexdump,make_table,make_lined_table,make_tex_table,get_temp_file
 
-from scapy.consts import plt, MATPLOTLIB_INLINED, MATPLOTLIB_DEFAULT_PLOT_KARGS
+from scapy.extlib import plt, MATPLOTLIB_INLINED, MATPLOTLIB_DEFAULT_PLOT_KARGS
 from functools import reduce
 import scapy.modules.six as six
-from scapy.modules.six.moves import filter, range, zip
+from scapy.modules.six.moves import range, zip
 
 
 #############",claim,The code changes in the GIT DIFF show that the import statements have been modified,,,test1089_old.py,test1089_new.py
216,,,,claim,"The ""plt"" and ""MATPLOTLIB_INLINED"" and ""MATPLOTLIB_DEFAULT_PLOT_KARGS"" from the ""scapy.consts"" module have been moved to the ""scapy.extlib"" module",,,,
217,,,,claim,"The ""filter"", ""range"", and ""zip"" functions from the ""scapy.modules.six.moves"" module have been moved to the same module but not the ""plt"" and ""MATPLOTLIB_INLINED"" and ""MATPLOTLIB_DEFAULT_PLOT_KARGS"" from the ""scapy",,,,
218,,,,issue,"Shotgun smell detected with 2 classes with too many external fuctions and class with most external function calls, `PacketList` having 161 external function calls",,,,
219,,,,issue,Class cohesion smell detected with 1 out of 2 classes having cohesion < 30%,,,,
220,,,,issue,Code complexity smell detected with 2 of 43 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
221,31650,5176,"@@ -52,7 +52,8 @@ class IamPolicyTest(ForsetiTestCase):
             'serviceAccount:abc@def.gserviceaccount.com',
             'user:someone@somewhere.tld',
             'allUsers',
-            'user:anything'
+            'user:anything',
+            'allAuthenticatedUsers'
         ]
 
     # Test IamPolicyMember",claim,The code change in the GIT DIFF adds a new line to the list of members,,,test5176_old.py,test5176_new.py
222,,,,claim,The new member is 'allAuthenticatedUsers',,,,
223,,,,claim,This suggests that the code now includes an additional condition to check for 'allAuthenticatedUsers' in addition to the existing 'user:anything' condition.,,,,
224,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `IamPolicyTest` having 143 external function calls",,,,
225,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
226,18409,369,"@@ -311,6 +311,8 @@ class PackageEntry(object):
 class Package(object):
     """""" In-memory representation of a package """"""
 
+    use_tqdm = os.getenv('QUILT_USE_TQDM').lower() == 'true'
+
     def __init__(self):
         self._children = {}
         self._meta = {'version': 'v0'}",claim,"The code change adds a new line that sets the value of the variable ""use_tqdm"" based on the environment variable 'QUILT_USE_TQDM'",,,test369_old.py,test369_new.py
227,,,,claim,"If the environment variable is 'true', 'use_tqdm' is set to True",,,,
228,,,,claim,"Otherwise, it is set to False",,,,
229,,,,claim,"This suggests that the code is now using the tqdm library for progress bars, which is based on the 'QUILT_USE_TQDM' environment variable.",,,,
230,,,,issue,"Many methods smell detected with 1 classes having many methods and the class with most methods, `Package` having 24 methods (`meta`, `install`, `resolve_hash`, `browse`, `fetch`, `keys`, `walk`, `load`, `set_dir`, `get`, `readme`, `set_meta`, `build`, `dump`, `manifest`, `set`, `delete`, `top_hash`, `push`, `rollback`, `diff`, `map`, `filter`, `verify`)",,,,
231,,,,issue,"Shotgun smell detected with 3 classes with too many external fuctions and class with most external function calls, `Package` having 308 external function calls",,,,
232,,,,issue,Class cohesion smell detected with 1 out of 3 classes having cohesion < 30%,,,,
233,,,,issue,Code complexity smell detected with 4 of 76 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
234,15275,8793,"@@ -43,7 +43,7 @@ class TestMasterSecretLogger(tservers.ServerTestBase):
 
             tls.log_master_secret.close()
             with open(logfile, ""rb"") as f:
-                assert f.read().count(b""CLIENT_RANDOM"") >= 2
+                assert f.read().count(b""SERVER_HANDSHAKE_TRAFFIC_SECRET"") >= 2
 
         tls.log_master_secret = _logfun
 ",claim,The code change in the GIT DIFF modifies an assertion in a test case,,,test8793_old.py,test8793_new.py
235,,,,claim,"The original assertion was checking if the count of ""CLIENT_RANDOM"" bytes in the log file was greater than or equal to 2",,,,
236,,,,claim,"The updated assertion checks if the count of ""SERVER_HANDSHAKE_TRAFFIC_SECRET"" bytes in the log file is greater than or equal to 2",,,,
237,,,,claim,This suggests a change in the expected log file content or behavior in the test case.,,,,
238,,,,issue,"Shotgun smell detected with 3 classes with too many external fuctions and class with most external function calls, `TestMasterSecretLogger` having 19 external function calls",,,,
239,,,,issue,Class cohesion smell detected with 1 out of 3 classes having cohesion < 30%,,,,
240,21632,8290,"@@ -8,8 +8,12 @@ except ImportError:
 import numpy as np
 import param
 
-from ..dimension import redim
-from ..util import unique_iterator
+from ..dimension import redim, Dimension, process_dimensions
+from ..element import Element
+from ..ndmapping import OrderedDict
+from ..spaces import HoloMap, DynamicMap
+from ..util import (basestring, dimension_range as d_range, get_param_values,
+                    isfinite, process_ellipses, unique_iterator, wrap_tuple)
 from .interface import Interface, iloc, ndloc
 from .array import ArrayInterface
 from .dictionary import DictInterface",claim,The code change represented by the GIT DIFF replaces two lines of code with multiple lines,,,test8290_old.py,test8290_new.py
241,,,,claim,"The removed lines were importing the functions ""redim"" and ""unique_iterator"" from the ""dimension"" and ""util"" modules respectively",,,,
242,,,,claim,"The added lines are importing multiple functions from the ""dimension"", ""element"", ""ndmapping"", ""spaces"", and ""util"" modules",,,,
243,,,,claim,"These new functions include ""redim"", ""Dimension"", ""process_dimensions"", ""Element"", ""OrderedDict"", ""HoloMap"", ""DynamicMap"", ""basestring"", ""d_range"", ""get_param_values"", ""isfinite"", ""process_ellipses"", and ""unique",,,,
244,,,,issue,"Shotgun smell detected with 2 classes with too many external fuctions and class with most external function calls, `Dataset` having 138 external function calls",,,,
245,,,,issue,Class cohesion smell detected with 1 out of 2 classes having cohesion < 30%,,,,
246,,,,issue,Code complexity smell detected with 8 of 29 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
247,20585,3658,"@@ -166,6 +166,7 @@ def get_filename_question(*, suggested_filename, url, parent=None):
     q.title = ""Save file to:""
     q.text = ""Please enter a location for <b>{}</b>"".format(
         html.escape(url.toDisplayString()))
+    q.yank_text = url.toString()
     q.mode = usertypes.PromptMode.download
     q.completed.connect(q.deleteLater)
     q.default = _path_suggestion(suggested_filename)",claim,"The code change adds a new line that sets the ""yank_text"" property of the ""q"" object to the string representation of the ""url"" object",,,test3658_old.py,test3658_new.py
248,,,,claim,This suggests that the code is now storing the URL in a format that can be yanked or copied.,,,,
249,,,,issue,"Shotgun smell detected with 7 classes with too many external fuctions and class with most external function calls, `DownloadModel` having 97 external function calls",,,,
250,,,,issue,Class cohesion smell detected with 3 out of 12 classes having cohesion < 30%,,,,
251,18201,8795,"@@ -65,6 +65,7 @@ confspec = ConfigObj(StringIO(
 	#possible log levels are DEBUG, IO, DEBUGWARNING, INFO
 	loggingLevel = string(default=""INFO"")
 	showWelcomeDialogAtStartup = boolean(default=true)
+	showSpeechViewerAtStartup = boolean(default=false)
 
 # Speech settings
 [speech]",claim,The code change adds a new line to the configuration file,,,test8795_old.py,test8795_new.py
252,,,,claim,"This new line adds a new boolean setting named ""showSpeechViewerAtStartup"" with a default value of false",,,,
253,,,,claim,This suggests that the speech viewer will not be shown at startup by default.,,,,
254,27360,3447,"@@ -24,6 +24,7 @@ CREATE_TABLE = """"""
         `complete_time` datetime DEFAULT NULL,
         `status` enum('SUCCESS','RUNNING','FAILURE',
                       'PARTIAL_SUCCESS','TIMEOUT') DEFAULT NULL,
+        `has_all_data` bool DEFAULT NULL,
         `schema_version` varchar(255) DEFAULT NULL,
         `cycle_timestamp` varchar(255) DEFAULT NULL,
          PRIMARY KEY (`id`),",claim,"The code change adds a new column ""has_all_data"" to the table",,,test3447_old.py,test3447_new.py
255,,,,claim,This column is a boolean and has a default value of NULL,,,,
256,,,,claim,This suggests that this new column could be used to store a flag indicating whether all data has been processed or not.,,,,
257,12142,125,"@@ -172,6 +172,19 @@ def define_environment_cls(pipeline_def):
     )
 
 
+def context_cls_inst(pipeline_def):
+    check.inst_param(pipeline_def, 'pipeline_def', PipelineDefinition)
+    pipeline_name = camelcase(pipeline_def.name)
+    return SystemNamedDict(
+        name='{pipeline_name}.Context'.format(pipeline_name=pipeline_name),
+        fields={
+            'context': define_maybe_optional_selector_field(
+                define_context_context_cls(pipeline_name, pipeline_def.context_definitions)
+            )
+        },
+    ).inst()
+
+
 def define_expectations_config_cls(name):
     check.str_param(name, 'name')
 ",claim,The GIT DIFF shows that a new function named 'context_cls_inst' has been added to the code,,,test125_old.py,test125_new.py
258,,,,claim,"This function takes a 'pipeline_def' parameter, which is checked to be an instance of 'PipelineDefinition'",,,,
259,,,,claim,The function then camelcases the pipeline name and defines a SystemNamedDict with a name that is the camelcased pipeline name appended with '.Context',,,,
260,,,,claim,"The 'context' field of the SystemNamedDict is defined as a maybe optional selector field, which is defined using the 'define_context_context_cls' function with the pipeline name and context definitions as parameters",,,,
261,,,,claim,The function is then instantiated and returned.,,,,
262,8234,1172,"@@ -3,6 +3,7 @@ import sys
 from cliquet.scripts import cliquet
 from pyramid.scripts import pserve
 from pyramid.paster import bootstrap
+from config import template
 
 CONFIG_FILE = 'config/kinto.ini'
 ",claim,"The code change represented by the GIT DIFF adds a new line of code to import the ""template"" module from the ""config"" package",,,test1172_old.py,test1172_new.py
263,,,,claim,"This suggests that the subsequent code might be using the ""template"" module for some operations.",,,,
264,18227,9509,"@@ -103,7 +103,7 @@ class SparkReader:
         """"""
 
         with self.app.app_context():
-
+            current_app.logger.info('Spark consumer has started!')
             while True:
                 self.init_rabbitmq_connection()
                 self.incoming_ch = utils.create_channel_to_consume(",claim,"The code change adds a new line that logs an informational message ""Spark consumer has started!"" when the Spark consumer has started",,,test9509_old.py,test9509_new.py
265,,,,claim,This indicates that the code now has logging functionality.,,,,
266,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `SparkReader` having 20 external function calls",,,,
267,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
268,22381,973,"@@ -1130,7 +1130,9 @@ def getControlFieldSpeech(attrs,ancestorAttrs,fieldType,formatConfig=None,extraD
 	else:
 		tableID = None
 
-	roleText=getSpeechTextForProperties(reason=reason,role=role)
+	roleText=attrs.get('roleText')
+	if not roleText:
+		roleText=getSpeechTextForProperties(reason=reason,role=role)
 	stateText=getSpeechTextForProperties(reason=reason,states=states,_role=role)
 	keyboardShortcutText=getSpeechTextForProperties(reason=reason,keyboardShortcut=keyboardShortcut) if config.conf[""presentation""][""reportKeyboardShortcuts""] else """"
 	ariaCurrentText=getSpeechTextForProperties(reason=reason,current=ariaCurrent)",claim,The code change in the GIT DIFF modifies how the 'roleText' variable is assigned,,,test973_old.py,test973_new.py
269,,,,claim,"Previously, 'roleText' was directly assigned the result of the 'getSpeechTextForProperties' function",,,,
270,,,,claim,"Now, 'roleText' is first assigned the value of 'attrs.get('roleText')'",,,,
271,,,,claim,"If 'roleText' is not found in 'attrs', it falls back to the previous method of calling 'getSpeechTextForProperties'",,,,
272,,,,claim,"This change allows for more flexibility in setting the 'roleText' variable, as it can now be set directly from 'attrs' if available.",,,,
273,19970,3645,"@@ -527,6 +527,12 @@ class BigQueryLoadTask(MixinBigQueryBulkComplete, luigi.Task):
         """"""	Indicates if BigQuery should allow quoted data sections that contain newline characters in a CSV file. The default value is false.""""""
         return False
 
+    @property
+    def project_id(self):
+        """"""Project ID on which to run the BigQuery Job
+        """"""
+        return self.output().table.project_id
+
     def run(self):
         output = self.output()
         assert isinstance(output, BigQueryTarget), 'Output must be a BigQueryTarget, not %s' % (output)",claim,The code change adds a new property to the BigQueryLoadTask class,,,test3645_old.py,test3645_new.py
274,,,,claim,"The property, project_id, returns the project ID on which to run the BigQuery Job",,,,
275,,,,claim,This is achieved by accessing the project_id attribute of the output() method's table object.,,,,
276,,,,issue,"Shotgun smell detected with 9 classes with too many external fuctions and class with most external function calls, `BigQueryClient` having 53 external function calls",,,,
277,,,,issue,Class cohesion smell detected with 3 out of 19 classes having cohesion < 30%,,,,
278,10737,1139,"@@ -243,6 +243,9 @@ class Storage(StorageBase):
         VALUES (:object_id, :parent_id,
                 :collection_id, (:data)::JSONB,
                 from_epoch(:last_modified))
+        ON CONFLICT (id, parent_id, collection_id) DO UPDATE
+        SET data = (:data)::JSONB,
+            last_modified = from_epoch(:last_modified)
         RETURNING id, as_epoch(last_modified) AS last_modified;
         """"""
         placeholders = dict(object_id=record[id_field],",claim,The code change adds a new clause to the SQL query,,,test1139_old.py,test1139_new.py
279,,,,claim,"This clause is an ""ON CONFLICT"" clause that specifies that if a conflict occurs when inserting a new row into the table, the query should perform an ""UPDATE"" operation instead",,,,
280,,,,claim,"The ""UPDATE"" operation will set the ""data"" column to the value of the "":data"" placeholder and the ""last_modified"" column to the value of the "":last_modified"" placeholder",,,,
281,,,,claim,"The conflict is based on the unique constraint on the columns ""id"", ""parent_id"", and ""collection_id"".",,,,
282,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `Storage` having 148 external function calls",,,,
283,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
284,,,,issue,Code complexity smell detected with 2 of 20 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
285,18298,521,"@@ -105,7 +105,11 @@ def connect_container_to_network(container, network):
 
 
 def disconnect_container_from_network(container, network):
-    subprocess.check_call([""docker"", ""network"", ""disconnect"", network, container])
+    # subprocess.run instead of subprocess.check_call so we don't fail when
+    # trying to disconnect a container from a network that it's not connected to
+    subprocess.run(  # pylint: disable=subprocess-run-check
+        [""docker"", ""network"", ""disconnect"", network, container]
+    )
 
 
 def hostnames(network):",claim,The code change in the GIT DIFF replaces the existing line of code that was using the subprocess.check_call function to run the Docker network disconnect command,,,test521_old.py,test521_new.py
286,,,,claim,"The new code now uses the subprocess.run function, which allows for more control over the subprocess",,,,
287,,,,claim,"Additionally, a comment has been added to explain that the subprocess.run function is being used instead of the subprocess.check_call function to avoid failing when trying to disconnect a container from a network that it's not connected to",,,,
288,,,,claim,A pylint disable comment has also been added to suppress a warning about the subprocess.run function not being checked for errors.,,,,
289,5664,5007,"@@ -28,6 +28,7 @@ import sys
 import termios
 from subprocess import CalledProcessError
 
+import molecule.validators as validators
 import prettytable
 import sh
 import vagrant",claim,"The code change represented by the GIT DIFF adds a new line of code to import the module ""molecule.validators"" as ""validators""",,,test5007_old.py,test5007_new.py
290,,,,claim,This suggests that the subsequent code may use functions or classes from this module.,,,,
291,15147,7715,"@@ -95,7 +95,7 @@ def get_spotify_oauth():
     """"""
     client_id = current_app.config['SPOTIFY_CLIENT_ID']
     client_secret = current_app.config['SPOTIFY_CLIENT_SECRET']
-    scope = 'user-read-recently-played'
+    scope = 'user-read-recently-played user-read-currently-playing'
     redirect_url = current_app.config['SPOTIFY_CALLBACK_URL']
     return spotipy.oauth2.SpotifyOAuth(client_id, client_secret, redirect_uri=redirect_url, scope=scope)
 ",claim,The code change in the GIT DIFF modifies the scope of the Spotify OAuth,,,test7715_old.py,test7715_new.py
292,,,,claim,"Previously, the scope was set to 'user-read-recently-played'",,,,
293,,,,claim,The updated scope now includes 'user-read-recently-played' and 'user-read-currently-playing',,,,
294,,,,claim,This means that the application now has access to read the user's recently played tracks and the currently playing track.,,,,
295,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `Spotify` having 7 external function calls",,,,
296,,,,issue,Class cohesion smell detected with 1 out of 4 classes having cohesion < 30%,,,,
